indicatorId,source,outcomeId,geographyId,period,metricKind,value,count,denominator,ciLow,ciHigh,dataStatus,periodStatus,suppressed,manifestRef
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2013,crude_rate_per_100k,37.55356846746861,6049,,36.61309979213232,38.51208373514346,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2013,crude_rate_per_100k,38.12042131129484,6240,,37.180389862049786,39.078209848790145,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2013,crude_rate_per_100k,73.03400861113023,191,,63.04325609118621,84.15829563393267,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2014,crude_rate_per_100k,46.555047325334385,94399,,46.258532000860136,46.852991615911776,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2014,crude_rate_per_100k,42.576928305193796,6897,,41.577958709006154,43.59383790660657,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2014,crude_rate_per_100k,43.11964888528904,7098,,42.12228949711532,44.134661440169104,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2014,crude_rate_per_100k,76.6417930366546,201,,66.41207561959573,88.0011935372535,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2015,crude_rate_per_100k,49.50255600085476,101208,,49.19804168708495,49.80848747493791,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2015,crude_rate_per_100k,45.30592211458254,7379,,44.278026410793075,46.351658340239545,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2015,crude_rate_per_100k,45.78241094997808,7577,,44.75728955611319,46.82508848682579,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2015,crude_rate_per_100k,75.29375974445755,198,,65.1708859958325,86.54345621832096,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2016,crude_rate_per_100k,52.220134029348166,107616,,51.90859887303311,52.53307508229737,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2016,crude_rate_per_100k,45.54633831443856,7457,,44.51837606512766,46.59204779070651,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2016,crude_rate_per_100k,46.21905415221307,7689,,45.19167866246689,47.263894564698894,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2016,crude_rate_per_100k,87.99244478663728,232,,77.03315913156354,100.07363910044496,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2017,crude_rate_per_100k,54.14788450647834,112444,,53.831849802437986,54.465314382517704,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2017,crude_rate_per_100k,46.78567293605624,7698,,45.74630714781076,47.84269704809774,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2017,crude_rate_per_100k,47.49698485958095,7941,,46.45799772172069,48.55334919290429,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2017,crude_rate_per_100k,91.6286137684247,243,,80.46918364244678,103.90288494632222,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2018,crude_rate_per_100k,57.07861439296596,119006,,56.754776279111645,57.40384205902822,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2018,crude_rate_per_100k,50.627778532424465,8550,,49.56026406965953,51.71249393406707,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2018,crude_rate_per_100k,51.037415005629384,8758,,49.97405207926279,52.11770548775677,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2018,crude_rate_per_100k,76.47115052316562,208,,66.4312731348895,87.59984034690522,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2019,crude_rate_per_100k,62.4319747415055,131199,,62.094602142772494,62.77072590317245,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2019,crude_rate_per_100k,55.985396833355786,9513,,54.865951300468424,57.12193482573443,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
